baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
ENSMUSG00000059991.7	58.8477388254513	1.43601251123233	0.283902634595921	5.05811618576985	4.23418441776263e-07	2.56619117144506e-06
ENSMUSG00000015854.7	14.4224678919035	-4.80514441826684	0.950023532868109	-5.0579214640717	4.23850911956982e-07	2.56805978729648e-06
ENSMUSG00000005102.13	706.485509112492	-0.537879616909172	0.106348646262748	-5.05770064604555	4.24341856842575e-07	2.57028149598497e-06
ENSMUSG00000039904.9	19.9973921966906	-3.17717422764667	0.628394885887027	-5.05601541164972	4.28106752746402e-07	2.59232675074922e-06
ENSMUSG00000027712.13	9537.0588006016	0.438736630729618	0.086788792731777	5.05522218848631	4.29889986520568e-07	2.60236300005208e-06
ENSMUSG00000034329.16	149.706424807617	-0.903597641244154	0.178804631724651	-5.05354717340679	4.33679137550535e-07	2.62453275606577e-06
ENSMUSG00000041870.16	2274.95704322859	-0.435598998340016	0.0862057664449561	-5.05301462191805	4.34890589848702e-07	2.63109442849383e-06
ENSMUSG00000021180.9	129.928510169116	-1.16127117435371	0.229823911089182	-5.05287360592818	4.35211920417887e-07	2.63226858884327e-06
ENSMUSG00000049758.7	133.42344669422	0.996022543982945	0.197150130486316	5.05210187548964	4.36974509268545e-07	2.64215659871963e-06
ENSMUSG00000027546.15	889.112035429115	-0.597730693865339	0.118325972348057	-5.05155953510448	4.38217302323866e-07	2.6488968143101e-06
ENSMUSG00000032092.5	20.2503845526047	-2.71900943235639	0.538326389569573	-5.05085666435639	4.39833030623986e-07	2.65788671880139e-06
ENSMUSG00000020925.16	520.363790419103	-0.72522520526942	0.143609041542302	-5.04999683502377	4.41817384629969e-07	2.66909830638753e-06
ENSMUSG00000029098.17	659.373763968645	0.568194416773996	0.112531679444041	5.04919520957245	4.4367519034565e-07	2.67953906928461e-06
ENSMUSG00000026458.13	116.225475708015	-1.02381086094715	0.202817191725824	-5.0479491025158	4.46578074327205e-07	2.69628355734333e-06
ENSMUSG00000052748.14	265.889990141464	-0.837219429928913	0.165862585836466	-5.04766898277095	4.4723314844867e-07	2.69945073698883e-06
ENSMUSG00000048327.6	500.452481008328	-0.770766533234328	0.152708969735679	-5.0472905066967	4.48119706248604e-07	2.70401287157304e-06
ENSMUSG00000035199.6	2739.63681691632	0.58894068846593	0.116688274711219	5.04712825623179	4.48500287305888e-07	2.7055201058391e-06
ENSMUSG00000036534.6	556.850924521136	0.599070926056575	0.118717978416362	5.04616852517098	4.50757854963364e-07	2.718345839626e-06
ENSMUSG00000056648.5	160.716545372464	0.884993420855067	0.175413001378422	5.04519855370272	4.53050647108029e-07	2.73137646034089e-06
ENSMUSG00000067148.15	763.281979052945	-0.614914313377333	0.121895396874877	-5.0446065162619	4.54455613478951e-07	2.7390484745956e-06
ENSMUSG00000078652.9	2199.85779269481	-0.446509097897786	0.0885148213775376	-5.0444557301123	4.54814115646893e-07	2.74041071428954e-06
ENSMUSG00000109819.1	9.11587272775622	-6.62691867636562	1.31404152534801	-5.04315773020229	4.57911482363863e-07	2.75826995128029e-06
ENSMUSG00000064115.13	60.563684911176	1.36339783763578	0.270361517189075	5.04286945794249	4.58602131280856e-07	2.76162593465633e-06
ENSMUSG00000019843.14	1077.63008226686	-0.526689840253194	0.10447947573855	-5.04108425631066	4.62901587277107e-07	2.7850841573086e-06
ENSMUSG00000022436.16	239.687400929969	-0.909355855115428	0.180387867199398	-5.04111429018804	4.62828933581628e-07	2.7850841573086e-06
ENSMUSG00000037851.13	4233.95189069495	-0.467056613903163	0.0926483561093069	-5.04117540253092	4.62681133230396e-07	2.7850841573086e-06
ENSMUSG00000051596.13	14.7991484111241	-6.35377643411529	1.26083072602186	-5.03935722931067	4.67097920505379e-07	2.80951453493858e-06
ENSMUSG00000040875.12	107.027820618762	-1.0907521175432	0.216535086961422	-5.03729964898264	4.72145341763167e-07	2.83904837045672e-06
ENSMUSG00000020780.15	1873.87121995763	-0.476249200072896	0.0945464868275582	-5.03719615665381	4.72400601982122e-07	2.83975775995356e-06
ENSMUSG00000021892.14	401.119284325351	0.614218494934967	0.121995926041025	5.03474595314289	4.78482970342053e-07	2.87548525320319e-06
ENSMUSG00000040158.12	258.728604160735	0.732581759723252	0.145514985040544	5.03440769017111	4.79328582701636e-07	2.87973039012005e-06
ENSMUSG00000042079.13	449.9911993228	-0.629794776157245	0.125113297119464	-5.03379569284219	4.80862158764253e-07	2.88778851547867e-06
ENSMUSG00000098894.1	9.73940053365401	-6.71084504900577	1.3331671803842	-5.03376106743928	4.80949066271406e-07	2.88778851547867e-06
ENSMUSG00000021806.4	1507.83712264361	0.828992494891911	0.164709601285708	5.033055076455	4.82724364614871e-07	2.89760693037104e-06
ENSMUSG00000020483.14	2274.44734435122	0.533172461097821	0.105947304036349	5.03243065925395	4.84299801578451e-07	2.90622030625189e-06
ENSMUSG00000036046.14	2061.83742790006	-0.450538288732393	0.0895307763993534	-5.03221692977128	4.84840190432719e-07	2.9077759753844e-06
ENSMUSG00000039105.6	1156.64081633998	0.469801586769288	0.0933583009811152	5.03224225196987	4.84776135995447e-07	2.9077759753844e-06
ENSMUSG00000079225.3	107.181372082532	-1.11556656820211	0.221719374993554	-5.03143475050181	4.86822797863616e-07	2.91882016632142e-06
ENSMUSG00000001588.12	9.05106174610774	-6.62401617096516	1.31722326161306	-5.02877254297305	4.9362952024948e-07	2.95877329074486e-06
ENSMUSG00000029868.14	42.849220111057	1.67032696832826	0.332192229311411	5.02819398211278	4.95120876660631e-07	2.96685264592269e-06
ENSMUSG00000051495.7	1374.55836107428	0.599499459948874	0.119251146394907	5.02720081166848	4.97691109932156e-07	2.98139027192199e-06
ENSMUSG00000024395.9	107.004651514444	1.01973408869918	0.202879899515668	5.02629433045647	5.00048227468782e-07	2.99464319200688e-06
ENSMUSG00000048351.14	162.999040753269	-0.85975560741909	0.171065184501499	-5.02589471916511	5.01090750018258e-07	3.00001799251162e-06
ENSMUSG00000043430.5	14.852305766125	-6.35112698737603	1.26467803312753	-5.02193192339223	5.11543157317098e-07	3.06171012994913e-06
ENSMUSG00000029370.10	61.9794221947086	-1.41058969971057	0.28091379079986	-5.02143271675671	5.12874699258576e-07	3.0687917715255e-06
ENSMUSG00000002741.9	2606.28997124426	0.443858251676159	0.0883977881731149	5.02114657899498	5.13639425414178e-07	3.07247874918805e-06
ENSMUSG00000006705.13	532.686938269322	-0.616705030794547	0.122850920434778	-5.01994635947364	5.16859104551666e-07	3.09084434161642e-06
ENSMUSG00000030607.7	80.7580255098522	-1.57618496395318	0.314101432254988	-5.01807633488799	5.21914402826757e-07	3.12017324348886e-06
ENSMUSG00000040102.10	572.551248457524	-0.570665655723124	0.113757558237775	-5.0165076023373	5.26191952483838e-07	3.14483690757821e-06
ENSMUSG00000026773.19	746.923168083319	-0.624416769073756	0.124483000882823	-5.01608062663531	5.27362050940165e-07	3.15091970644059e-06
ENSMUSG00000025381.3	994.877937808282	0.47389154652785	0.0944930446570388	5.01509447862362	5.30074120755088e-07	3.16620941028559e-06
ENSMUSG00000027555.8	402.567207581883	0.698523522078477	0.139339779875725	5.0130947723721	5.35614988197006e-07	3.19838222599742e-06
ENSMUSG00000006179.9	13.8899728002015	-3.9750014593552	0.793184968914032	-5.01144325112145	5.40233157893437e-07	3.22487595185567e-06
ENSMUSG00000085531.1	8.96187501058385	-6.60186813011063	1.31737085866432	-5.0113968186637	5.40363550840308e-07	3.22487595185567e-06
ENSMUSG00000000555.8	4053.49174147909	0.464343754066516	0.0927059039194267	5.00878298398439	5.47752932252441e-07	3.26803270944383e-06
ENSMUSG00000015980.14	120.935947967235	1.01630289772393	0.202914820344735	5.00851981140319	5.48502303772705e-07	3.27156002120484e-06
ENSMUSG00000027843.13	36.3899381690328	-1.79267262488621	0.358030915686695	-5.00703304195925	5.52754410925932e-07	3.29597145863445e-06
ENSMUSG00000050973.11	119.018348039591	-0.970504693959849	0.193847121837934	-5.00654683318559	5.54151833513516e-07	3.30335177989253e-06
ENSMUSG00000058589.14	59.2355916919894	1.37374474630179	0.274481757246063	5.00486720897184	5.5900553073787e-07	3.33132509458739e-06
ENSMUSG00000073514.4	42.0533511802348	1.70846893132245	0.341608415325906	5.00124954384544	5.6959928466851e-07	3.39347960926501e-06
ENSMUSG00000036676.14	1975.65995108434	0.700994546463402	0.140197849822327	5.00003778482891	5.73190803485654e-07	3.41389339766794e-06
ENSMUSG00000046791.8	196.678921195037	-0.783686741027351	0.156741737143655	-4.9998599945916	5.73719587046471e-07	3.4160591992102e-06
ENSMUSG00000030095.10	3956.65244078224	-0.481144328224706	0.096272434470161	-4.99773721182706	5.80069606168666e-07	3.45287476362557e-06
ENSMUSG00000026315.13	580.383072333611	0.698036173822957	0.139676636758128	4.99751561910613	5.80736363038605e-07	3.45584915691989e-06
ENSMUSG00000001555.10	5098.62111646664	0.444187090120585	0.0888869575734164	4.99721333980531	5.8164709156116e-07	3.46027324962399e-06
ENSMUSG00000030681.18	1731.46711949139	0.464299825478032	0.0929172477932174	4.99691754227705	5.82539624104239e-07	3.46458657981489e-06
ENSMUSG00000027684.16	970.211385013411	0.58687899660372	0.117475528265711	4.99575533107026	5.8605925478239e-07	3.48451729956129e-06
ENSMUSG00000050052.12	91.49510654442	-1.22199209703994	0.244660007394803	-4.99465405095014	5.89413271715138e-07	3.50345216247921e-06
ENSMUSG00000021253.7	1876.02550814813	0.554952686831451	0.111118139398949	4.99425827172101	5.90623155685148e-07	3.5096351552276e-06
ENSMUSG00000031168.14	521.163759230686	-0.582150492250134	0.116590269008075	-4.99313104946876	5.94082170156303e-07	3.52917567193657e-06
ENSMUSG00000071041.4	512.345279727703	-0.778115397019979	0.155846427552221	-4.99283435136329	5.94995864693931e-07	3.53358870548205e-06
ENSMUSG00000044217.17	914.286885900441	0.602353831017094	0.120647391336925	4.99268010971686	5.95471393448645e-07	3.53539775358359e-06
ENSMUSG00000027079.15	193.854753151316	-0.860364603901389	0.172367762358533	-4.991447310848	5.99285314334294e-07	3.55702058163698e-06
ENSMUSG00000039201.10	210.166741691687	-0.810677513314392	0.16245113349732	-4.99028536066058	6.02901598225472e-07	3.57745827862705e-06
ENSMUSG00000102278.1	32.7697605681504	-2.3724782161557	0.475548858671702	-4.98892631722947	6.07157977754436e-07	3.60168132201047e-06
ENSMUSG00000027344.14	21.1398855251599	-2.59298652171493	0.519772314191451	-4.98869687922593	6.07879404997827e-07	3.60492703336584e-06
ENSMUSG00000001700.10	313.439622926068	0.676127109006884	0.135537890630277	4.98847300826924	6.08584124027808e-07	3.60703799584963e-06
ENSMUSG00000027774.16	975.787607308535	-0.526503528338467	0.105543120896778	-4.98851582049948	6.08449295371327e-07	3.60703799584963e-06
ENSMUSG00000020978.10	1120.32530508062	0.519476106958589	0.104173763794985	4.98663087551414	6.1441291384953e-07	3.64054171382914e-06
ENSMUSG00000040560.10	814.096739467094	0.526792985686978	0.105662369050462	4.98562535007515	6.17617213862128e-07	3.65847997386544e-06
ENSMUSG00000030549.6	8.70795660825613	-6.57590957930564	1.31936809918775	-4.98413565050875	6.22394053077697e-07	3.68572029427774e-06
ENSMUSG00000030589.15	9.29851171180725	-6.6689110325601	1.33823371596989	-4.9833679670272	6.24869574329902e-07	3.6993208772221e-06
ENSMUSG00000042473.8	961.877895394644	0.593734422703072	0.119145576735038	4.98326869509765	6.25190385042404e-07	3.70016112005783e-06
ENSMUSG00000004865.16	1736.43330916154	-0.55962980368132	0.112343898082314	-4.98139919687745	6.31261649909259e-07	3.73502495090761e-06
ENSMUSG00000034751.17	1436.60896929665	-0.50091520389341	0.100566676847461	-4.98092628289981	6.32806437677538e-07	3.74309441331423e-06
ENSMUSG00000015714.11	2484.02118418773	0.420272032051721	0.0844021558786145	4.97939925439994	6.37819438021002e-07	3.77075414610425e-06
ENSMUSG00000032652.13	206.074254422713	0.761316611754704	0.15289352381885	4.9793908384028	6.37847172212655e-07	3.77075414610425e-06
ENSMUSG00000070047.14	12344.5939269342	0.562300114411309	0.112930809846075	4.97915595556009	6.38621677376582e-07	3.7742541132956e-06
ENSMUSG00000074156.6	8.68464935496081	-6.56057943472681	1.31772443017074	-4.97871883112672	6.40065469731251e-07	3.78170643855782e-06
ENSMUSG00000069581.12	14.7236034798442	-6.36312034616738	1.27819548234014	-4.97820594273865	6.41763516400569e-07	3.7906562926173e-06
ENSMUSG00000038071.3	14.1314547760082	3.82206260677517	0.767800591874268	4.97793652052962	6.42657245209166e-07	3.79485158925253e-06
ENSMUSG00000028345.15	974.787103827502	-0.527145289005657	0.105913547489099	-4.97712805871141	6.45346285011734e-07	3.80855575049007e-06
ENSMUSG00000031458.8	186.694260830216	0.796975902216788	0.160126496863316	4.97716441581238	6.4522512447599e-07	3.80855575049007e-06
ENSMUSG00000022875.18	65.6156376442584	1.40035405802572	0.281449951303016	4.97549937934814	6.50796429917484e-07	3.83962468706308e-06
ENSMUSG00000040675.17	985.838951704497	-0.496859320411646	0.0998879306691264	-4.97416772059746	6.5528557321506e-07	3.86500772225649e-06
ENSMUSG00000026725.17	231.18842921279	1.12690361803336	0.226584177299557	4.97344356284652	6.57739286296967e-07	3.87837432641185e-06
ENSMUSG00000001761.7	1650.5109571857	0.60085164290959	0.120815880852085	4.97328363350851	6.58282378208107e-07	3.88047050248922e-06
ENSMUSG00000062376.7	222.037368972398	0.78812237147074	0.158481864745197	4.97294988759668	6.5941711286357e-07	3.88605213093531e-06
ENSMUSG00000040380.14	24.7105377702423	-2.2276511618983	0.447973284760912	-4.97273216434597	6.60158386681221e-07	3.88931251167789e-06
ENSMUSG00000031398.13	960.298168509988	0.666048456311015	0.13395076702387	4.97233775594826	6.61503258935148e-07	3.89612611363142e-06
ENSMUSG00000039278.10	14.2522867738391	-6.30816599474702	1.26885910556363	-4.97152596934309	6.64279641537933e-07	3.91136475525538e-06
ENSMUSG00000030254.16	356.399785165576	-0.647132906021658	0.1302203367137	-4.96952259802883	6.71179485249673e-07	3.95086728867089e-06
ENSMUSG00000024665.8	1527.27218726122	0.464448602560624	0.0934654831862096	4.96919918164133	6.72299823693118e-07	3.95633623132067e-06
ENSMUSG00000015652.9	291.456352824822	0.711566243563709	0.143203542343215	4.96891509749323	6.73285398811426e-07	3.96086463819118e-06
ENSMUSG00000020681.14	53.686098064638	-1.68649337712349	0.339412056652912	-4.96886702775007	6.7345230517372e-07	3.96086463819118e-06
ENSMUSG00000019539.11	3245.00130735355	0.762000439682128	0.153366865306435	4.96848154364774	6.7479221450358e-07	3.96667471957088e-06
ENSMUSG00000099583.2	42.9765333677373	1.74575246833771	0.351366032686562	4.96847249288612	6.74823705011841e-07	3.96667471957088e-06
ENSMUSG00000056121.16	655.933212907929	0.589259541598107	0.118644546292121	4.96659610587797	6.81382928954527e-07	4.00409258108648e-06
ENSMUSG00000011877.13	1568.88424448968	-0.725000918178929	0.146007859971964	-4.96549239416385	6.8526978822088e-07	4.02375575862633e-06
ENSMUSG00000031176.8	2523.00097764766	0.754203080516316	0.151888130688185	4.96551690444224	6.85183240707524e-07	4.02375575862633e-06
ENSMUSG00000046230.11	1279.34524402235	-0.615132145965885	0.123881701887546	-4.96548026539281	6.85312619658717e-07	4.02375575862633e-06
ENSMUSG00000030138.8	1753.57629535139	-0.535347275364956	0.107829782174192	-4.96474410474219	6.87917126449373e-07	4.03724323667002e-06
ENSMUSG00000031748.16	252.911080089238	0.807888572084471	0.16272588574905	4.96472069189021	6.88000116473861e-07	4.03724323667002e-06
ENSMUSG00000028184.12	2079.46887508024	0.532737929805459	0.107310972736103	4.96443109425125	6.89027432516748e-07	4.04212491253799e-06
ENSMUSG00000017765.17	1869.73147828065	0.601493947783953	0.121172197826067	4.96396003848463	6.90701609718625e-07	4.04964931888599e-06
ENSMUSG00000096956.2	463.128151062603	0.703092327184585	0.141638812301153	4.96398067564748	6.90628181242007e-07	4.04964931888599e-06
ENSMUSG00000029366.10	414.083466700859	-0.730621882560323	0.147189199366389	-4.96382809136445	6.91171264687445e-07	4.05125463589113e-06
ENSMUSG00000052819.6	14.7897589341713	-6.36107335514069	1.28176703917082	-4.9627375027959	6.95064925649207e-07	4.07292294250817e-06
ENSMUSG00000028223.8	602.379017060828	0.607595445303187	0.1224393441158	4.96241996141813	6.96202591111896e-07	4.0784340405408e-06
ENSMUSG00000042272.17	891.381402565988	0.536212970246876	0.108071155647238	4.96166592311792	6.98911301278317e-07	4.09314277093488e-06
ENSMUSG00000024073.16	4477.27284273907	-0.508885834060195	0.102575157247272	-4.96110215881469	7.00943126880198e-07	4.10388015270787e-06
ENSMUSG00000055850.12	1230.83067815874	0.468169420874964	0.094403111904491	4.95925834890505	7.07628102124145e-07	4.14184699842613e-06
ENSMUSG00000025155.15	550.151398773308	-0.590593111852401	0.119092625578964	-4.95910732491835	7.08178373022406e-07	4.14389523224002e-06
ENSMUSG00000103280.1	16.7906812312248	-3.34472295965596	0.674552267395988	-4.95843409224282	7.10636382582362e-07	4.15710225501022e-06
ENSMUSG00000059422.5	131.946956221582	-1.00654066223163	0.203001122701386	-4.95830096325252	7.11123416351945e-07	4.15877519571388e-06
ENSMUSG00000026456.18	1625.54629270259	0.431014045363039	0.086960837539889	4.95641552630323	7.18055648850135e-07	4.19812919628746e-06
ENSMUSG00000009687.14	1081.59736592434	-0.472393297914111	0.0953126763067356	-4.9562483839385	7.18673317371767e-07	4.20055314208392e-06
ENSMUSG00000031441.15	4010.86140479161	-0.409557800371938	0.0826485129076279	-4.95541644929148	7.21755324418964e-07	4.2173753914142e-06
ENSMUSG00000026853.15	830.587875764135	0.556444242292562	0.112326429914208	4.95381401080368	7.27727684721358e-07	4.25107234071203e-06
ENSMUSG00000038510.12	405.060787319514	-0.842604495320331	0.170215887043076	-4.95021064107311	7.41332017613076e-07	4.32932037953882e-06
ENSMUSG00000050587.14	84.8830908336835	1.22531434025785	0.247550505744061	4.94975494626816	7.43069822224311e-07	4.33824422035277e-06
ENSMUSG00000022783.11	8.62730089873871	-6.5526259949601	1.3238980169769	-4.94949453125015	7.44064683519853e-07	4.34282674339959e-06
ENSMUSG00000021835.15	611.33982485919	0.651918022739185	0.131724548186235	4.94910046544618	7.45572570206524e-07	4.35040017340535e-06
ENSMUSG00000030772.6	3193.27571248241	0.582283855480734	0.117669604766872	4.94846444529459	7.48012503437806e-07	4.36340627005387e-06
ENSMUSG00000040690.15	3056.42862831125	0.491436964575133	0.0993152914317993	4.9482507425617	7.48834046012754e-07	4.36696708254125e-06
ENSMUSG00000073399.9	13.9526208051842	-6.27583596732247	1.26866106419265	-4.94681845644588	7.54362696526219e-07	4.39796853935875e-06
ENSMUSG00000038301.15	394.717012364514	0.698044290099414	0.141138303051834	4.94581750669804	7.58249700579467e-07	4.41938434953121e-06
ENSMUSG00000018398.18	2391.61589564158	0.429566988222246	0.0868564194992588	4.94571375033381	7.5865372118843e-07	4.42049358388244e-06
ENSMUSG00000028718.16	240.001456550289	-0.810713539853587	0.163938503780661	-4.94522959010453	7.60541753230736e-07	4.43024673770143e-06
ENSMUSG00000039578.17	132.760949142115	-1.09199963984422	0.220852642851722	-4.94447168819883	7.6350636039036e-07	4.44626381325298e-06
ENSMUSG00000027966.20	6747.33374989328	0.56651875695093	0.114681082405605	4.93994951100356	7.81428018264625e-07	4.5493494392918e-06
ENSMUSG00000029126.7	770.44075882008	0.587056449879793	0.118887564147463	4.9379130112518	7.89630483707932e-07	4.59580938534006e-06
ENSMUSG00000041891.16	3838.54059121344	0.399562545324332	0.0809203439893148	4.93772672762109	7.90384909648311e-07	4.59890628862878e-06
ENSMUSG00000045817.8	2908.00828173846	0.58763374580427	0.119028149582312	4.93693086775157	7.93615871378144e-07	4.61640728331184e-06
ENSMUSG00000000753.15	4953.13184096288	0.601376952635736	0.121846169956728	4.93554251930369	7.9928264317953e-07	4.64806338885819e-06
ENSMUSG00000032193.9	2957.82697706042	-0.517076729232007	0.104792692830372	-4.93428229837552	8.04460170311531e-07	4.67685739822766e-06
ENSMUSG00000047777.9	578.20510976583	-0.619842901834936	0.125648648421589	-4.93314420506281	8.09163692215614e-07	4.70288029600449e-06
ENSMUSG00000025104.13	512.664443641756	-0.771744652159772	0.156458871115395	-4.93257203415828	8.11538359558245e-07	4.71535701333211e-06
ENSMUSG00000009621.18	680.99017945977	-0.557785088607305	0.113086111881703	-4.93239248680505	8.12284913288829e-07	4.71836939943258e-06
ENSMUSG00000029863.13	351.668190045902	-0.649046179464134	0.131653367634574	-4.9299626065447	8.22453578193488e-07	4.77609552637066e-06
ENSMUSG00000093573.1	8.45411261771036	-6.53629717581243	1.32622421366728	-4.92850085864307	8.28629705682824e-07	4.81061057031974e-06
ENSMUSG00000072640.11	120.171834640623	-0.951120097649928	0.192998044410083	-4.92813334226842	8.30189536259431e-07	4.81831384891311e-06
ENSMUSG00000037646.10	1053.26860933038	-0.554910943264534	0.112612842532193	-4.92759911557955	8.32461970655408e-07	4.83014750715487e-06
ENSMUSG00000024588.9	1065.03646539422	0.465264883632873	0.094455375294602	4.92576396188923	8.40313868073255e-07	4.87433885616806e-06
ENSMUSG00000019772.5	54.4019698809755	1.50424332960485	0.305397393552195	4.92552772670523	8.41329791866674e-07	4.87886367949598e-06
ENSMUSG00000022463.8	3447.48196216419	-0.634502351605793	0.128844709195998	-4.92455107831081	8.455424127722e-07	4.90191838794645e-06
ENSMUSG00000027189.16	2485.67832891704	0.518071948212587	0.105213722837637	4.9239959792323	8.47945792458505e-07	4.9144742832738e-06
ENSMUSG00000053411.16	105.863486782645	-1.02529938776691	0.208241620906983	-4.9236045287262	8.49644586633296e-07	4.92294069313998e-06
ENSMUSG00000022471.14	529.610552444442	-0.61455182986689	0.124830157185234	-4.92310386948376	8.51822095711824e-07	4.93417531498154e-06
ENSMUSG00000073775.4	341.769814750316	-0.754912557262875	0.153426195744355	-4.92036287284826	8.63839048398264e-07	5.00238261929398e-06
ENSMUSG00000033845.13	708.808848452499	-0.53297132674127	0.108354390177279	-4.91877925637599	8.70856099353232e-07	5.04160604957224e-06
ENSMUSG00000050555.9	166.719440642078	-1.0344230399963	0.210308548133407	-4.9185972190732	8.7166622055951e-07	5.0448840996848e-06
ENSMUSG00000020255.8	1098.64689812552	-0.57314055267917	0.116606234953939	-4.91517930328139	8.87012396943494e-07	5.13226613448285e-06
ENSMUSG00000012520.10	9.19987427326067	-6.62536394878267	1.34797306376904	-4.9150566334446	8.87567982931516e-07	5.1340446663698e-06
ENSMUSG00000052155.5	796.42528514043	0.560292366624414	0.114007026924065	4.91454239042298	8.89900698382593e-07	5.14609895052948e-06
ENSMUSG00000029403.14	476.650996572538	-0.845094121608667	0.171979097604037	-4.91393508503228	8.92663167467433e-07	5.16063097234876e-06
ENSMUSG00000018500.2	138.145399554986	0.935223939658401	0.190354584868962	4.91306232682653	8.9664757426508e-07	5.18221712033338e-06
ENSMUSG00000023805.17	726.367212466109	-0.567212788602612	0.115458116734826	-4.91271471113058	8.98239309542332e-07	5.18996651337518e-06
ENSMUSG00000059173.19	338.400120603258	0.773961937299644	0.157591375956034	4.91119474402946	9.05231266618472e-07	5.22890498464203e-06
ENSMUSG00000028843.8	1045.32349346234	0.781689753613002	0.159204213006944	4.90998158182475	9.10849475522494e-07	5.2598887217149e-06
ENSMUSG00000031074.14	13.9283194630908	-6.25559692361968	1.27412963272297	-4.90970209228296	9.1214855438163e-07	5.26592041512253e-06
ENSMUSG00000046785.8	1548.23092397324	0.529027556281913	0.107755043037414	4.90953872199028	9.12908732155193e-07	5.26883848343476e-06
ENSMUSG00000005656.9	2166.64531511958	-0.596547344858315	0.121533342888966	-4.9085076628175	9.17720441882664e-07	5.29513175462843e-06
ENSMUSG00000040268.17	1318.87387875686	-0.557367869547719	0.113570918174811	-4.90766367398567	9.21677304367897e-07	5.3164793755856e-06
ENSMUSG00000059401.14	138.613302820557	0.932924283014207	0.190145264922055	4.90637662419116	9.27743004929789e-07	5.34997604041614e-06
ENSMUSG00000050271.12	221.252530514379	-0.954775316907032	0.194627578774186	-4.90565274931976	9.31171402339735e-07	5.36824984877297e-06
ENSMUSG00000024734.8	8.28846127389033	-6.50181583111787	1.32557502360628	-4.90490218609387	9.34739079906629e-07	5.38731620726348e-06
ENSMUSG00000110685.1	8.82059942063925	-6.58815959991657	1.34327645020016	-4.90454485294882	9.36442224279276e-07	5.39562880479577e-06
ENSMUSG00000054008.9	3499.77278003184	-0.473078906324463	0.096477905291281	-4.90349479392373	9.41464390842534e-07	5.42305511684149e-06
ENSMUSG00000021379.2	435.577107000687	-0.765015857047448	0.156032158615494	-4.90293708576229	9.44142301181169e-07	5.4369664532106e-06
ENSMUSG00000055302.5	2731.56679088461	-0.532062867650288	0.108523112172444	-4.9027608681627	9.44989957087289e-07	5.4403332208045e-06
ENSMUSG00000028641.16	1582.73265442885	0.567214183605848	0.115695915868026	4.90262927044779	9.45623456710788e-07	5.44246555427453e-06
ENSMUSG00000040856.17	1011.97951247889	2.00856938318723	0.409709078334689	4.90242830681542	9.46591666647586e-07	5.44652256595419e-06
ENSMUSG00000029910.14	528.498482486073	-0.655852217354867	0.133824547745039	-4.90083641907303	9.54294916489498e-07	5.48931878408934e-06
ENSMUSG00000054693.14	3792.12008556765	0.461187686277282	0.0941515749789611	4.89835338793152	9.66431084119029e-07	5.55758325688132e-06
ENSMUSG00000031790.8	73.4891457773332	1.33124922011052	0.271790673790678	4.89806806666146	9.67835112680868e-07	5.56411042406997e-06
ENSMUSG00000022774.13	1022.67731967891	0.60815523898155	0.124167666526442	4.89785510185166	9.68884364198046e-07	5.56859490787346e-06
ENSMUSG00000035621.13	2869.30621643957	-0.690293631545619	0.141050519970372	-4.89394602508817	9.88339554553707e-07	5.67883435720651e-06
ENSMUSG00000040310.12	213.609599484065	0.792107642437398	0.161877780482873	4.89324501531082	9.91867965713297e-07	5.69752537372384e-06
ENSMUSG00000020866.17	920.880104961525	0.910751517867076	0.18617622996848	4.89187861426386	9.9878039228462e-07	5.73516015834589e-06
ENSMUSG00000068115.13	271.222170011709	0.727284851377517	0.148673053028438	4.89184042812655	9.98974234978016e-07	5.73516015834589e-06
ENSMUSG00000004328.15	9.23370073015877	-6.66343156369788	1.3622647019946	-4.89143670385161	1.00102586027966e-06	5.74498971646282e-06
ENSMUSG00000041747.3	632.37482073859	-0.574702512899593	0.11749257658447	-4.89139424469442	1.00124186259843e-06	5.74498971646282e-06
ENSMUSG00000047030.15	446.240866045618	-0.725518792204582	0.148357835420224	-4.89033012748903	1.00667001796837e-06	5.77453392170711e-06
ENSMUSG00000020186.7	316.962960329454	-0.664400283114597	0.135869849592777	-4.88997584899011	1.00848350086023e-06	5.78333274613081e-06
ENSMUSG00000051457.7	13.5984022740247	-4.7044672924261	0.962248494303108	-4.88903575352771	1.0133109234767e-06	5.80940589027591e-06
ENSMUSG00000028617.10	1292.69521657861	-0.516872362656454	0.10576873451741	-4.88681617507085	1.0247969485075e-06	5.87362839564357e-06
ENSMUSG00000036904.6	340.614924341637	0.865688685286587	0.177161331734518	4.88644263853157	1.02674222944755e-06	5.88314764989542e-06
ENSMUSG00000024854.4	189.216684722892	0.771908803373235	0.157982718284636	4.88603317979689	1.02887866703226e-06	5.89375664014461e-06
ENSMUSG00000005299.6	1076.28890694997	-0.447383383088893	0.0916110295097883	-4.88351004767491	1.04213836816506e-06	5.96805984094524e-06
ENSMUSG00000047767.17	185.998725859857	0.924577908981117	0.189347202563891	4.88297633374931	1.04496416995345e-06	5.98258617644258e-06
ENSMUSG00000020649.11	1464.0312946893	-0.476319503951582	0.0975573870305576	-4.88245450651918	1.04773416575583e-06	5.99678506327041e-06
ENSMUSG00000020623.11	94.7321047021123	-1.13851845246253	0.233230112655974	-4.88152425729822	1.05268971058366e-06	6.02348178794551e-06
